"nama","kode_rs","tempat_tidur","telepon","lokasi.lat","lokasi.lon","alamat","tipe","wilayah"
"RS UMUM ALIYAH III","7471008",  49,"0811-4163-818", -4.03498500,122.49744500,"JALAN BUNGGASI, RAHANDOUNA, POASIA, RAHANDOUNA, POASIA, KOTA KENDARI, SULAWESI TENGGARA 93232","","KOTA KENDARI, SULAWESI TENGGARA"
"RS JABAL RAHMAH MEDIKA","1509031",  49,"0821-8032-0001", -1.51415600,102.10866800,"JL. RM THAHER RT. 015 RW. 005 KEL. CADIKA KEC. RIMBO TENGAH, JAMBI 37211","","BUNGO, JAMBI"
"RS UMUM DAERAH PRATAMA MAKARTI JAYA","1607015",  20,"0812-7346-3247", -2.48272800,104.96823200,"JL. SULTAN AGUNG NO. 56 LING 2 RT. 002 RW. 003 KEC. MAKARTI JAYA","","BANYUASIN, SUMATERA SELATAN"
"RS IBU DAN ANAK CHATERINE BOOTH","7371223",  62,"(0411) 873803", -5.14784100,119.41382600,"JL. ARIEF RATE NO.15 MAKASSAR","","KOTA MAKASSAR, SULAWESI SELATAN"
"RS UMUM PROF.DR. BOLONI","1275750",  94,"(061) 4512687",  3.57088500, 98.66863300,"JL. MONGONSIDI NO.11, POLONIA, KEC. MEDAN POLONIA, KOTA MEDAN, SUMATERA UTARA 20157","","KOTA MEDAN, SUMATERA UTARA"
"RS UMUM BANDUNG","1275772", 102,"(022) 7811794", -6.93938400,107.64602900,"JALAN RUMAH SAKIT NO.22 UJUNG BERUNG, PAKEMITAN, CINAMBO, KOTA BANDUNG, JAWA BARAT 45474","","KOTA MEDAN, SUMATERA UTARA"
"RS UMUM SARAH","1275724",  41,"(061) 4528044",  3.58709500, 98.66307400,"JL. BAJA RAYA NO.10, PETISAH TENGAH, KEC. MEDAN PETISAH, KOTA MEDAN, SUMATERA UTARA 20111","","KOTA MEDAN, SUMATERA UTARA"
"RS BANGKATAN PTPN II","1276025", 100,"",  3.59910800, 98.48838900,"JL. SULTAN HASANUDDIN NO.40, RAMBUNG BAR., BINJAI SEL., KOTA BINJAI, SUMATERA UTARA 20714","","KOTA BINJAI, SUMATERA UTARA"
"RS  PMI KENDARI","7471055",   0,"(0401) 3121064", -3.96208000,122.53762400,"JL. MAYJEND S.PARMAN NO.35 KENDARI","","KOTA KENDARI, SULAWESI TENGGARA"
"RS PRATAMA JAMPEA","7301017",  30,"", -7.05665500,120.70613700,"BONTOBARU, EAST PASIMASSUNGGU, SELAYAR ISLANDS REGENCY, SOUTH SULAWESI","","KEPULAUAN SELAYAR, SULAWESI SELATAN"
"RS UMUM MULTAZAM MEDIKA","3216374",  52,"(021) 8215102", -6.27101300,107.02607700,"JL. RAYA PERUMAHAN JATIMULYA NO. 1, JATIMULYA, TAMBUN SELATAN, JATIMULYA, KEC. TAMBUN SEL., BEKASI, JAWA BARAT 17510","","BEKASI, JAWA BARAT"
"RS IBU DAN ANAK LENGGOGENI","1371400",  29,"(0751) 33777", -0.93981700,100.35367900,"JL. PURUS II NO.4, PURUS, KEC. PADANG BAR., KOTA PADANG, SUMATERA BARAT 25115","","KOTA PADANG, SUMATERA BARAT"
"RS KHUSUS IBU DAN ANAK PERMATA HATI","1302015",  14,"(0756) 22158", -1.33395100,100.58271000,"JL. RAWANG NO.71, PAINAN, IV JURAI, KABUPATEN PESISIR SELATAN, SUMATERA BARAT 25651","","PESISIR SELATAN, SUMATERA BARAT"
"RS TK IV BUKIT TINGGI","1375025",  50,"(0752) 8100746", -0.31270200,100.37252600,"JL. SUDIRMAN, BIRUGO, KEC. AUR BIRUGO TIGO BALEH, KOTA BUKITTINGGI, SUMATERA BARAT 26181","","KOTA BUKITTINGGI, SUMATERA BARAT"
"RS IBU DAN ANAK MUTIARA AROEPALA","7371420",   0,"0823-1000-0704", -5.18943600,119.49143500,"KOMP. GRAND AROEPALA BLOK A NO.1, JALAN TAMANGAPA RAYA, TAMANGAPA, KEC. MANGGALA, KOTA MAKASSAR, SULAWESI SELATAN 90235","","KOTA MAKASSAR, SULAWESI SELATAN"
"RS UMUM MEDIROS","3172713",  83,"(021) 4704565", -6.17978400,106.90381500,"JL. PERINTIS KEMERDEKAAN  KAV.149 JAKARTA TIMUR","","JAKARTA TIMUR, DKI JAKARTA"
"RS UMUM MUDER IGNACIA","5304015",  18,"0811-3838-107", -9.86299400,124.29969400,"JALAN MUDER IGNACIA NO. 38 KELURAHAN NUNUMEU KECAMATAN KOTA SOE","","TIMOR TENGAH SELATAN, NUSA TENGGARA TIMUR"
"RS UMUM AVICENNA","1110103",  73,"(0644) 22887",  5.21249000, 96.70356000,"JL. LAKSAMANA MALAHAYATI NO.DESA, LHOK AWE TEUNGOH, KOTA JUANG, KABUPATEN BIREUEN, ACEH","","BIREUEN, ACEH"
"RS UMUM SIAGA RAYA","3171643",  42,"(021) 7972750", -6.27304600,106.83911300,"JL. SIAGA RAYA KAV.4-8, PEJATEN BARAT PASAR MINGGU JAKSEL","","JAKARTA SELATAN, DKI JAKARTA"
"RS IBU DAN ANAK CITRA KELUARGA","3571145",  25,"(0354) 686428", -7.83447800,112.00968000,"JL. URIP SUMOHARJO 189, KOTA KEDIRI","","KEDIRI, JAWA TIMUR"
"RS UMUM PERMATA BUNDA","3573249",  44,"(0341) 487487", -7.93888062,112.62487107,"JL. SOEKARNO HATTA NO. 75 MALANG","","MALANG, JAWA TIMUR"
"RS IBU DAN ANAK RINOVA INTAN","3275403",  24,"(021) 8849401", -6.20443900,106.98869100,"JL. RAYA SEROJA NO.16, RT.001/RW.014, HARAPAN JAYA, KEC. BEKASI UTARA, KOTA BKS, JAWA BARAT 17124","","BEKASI, JAWA BARAT"
"RS UMUM DAERAH RAJA TOMBOLOTUTU","7208013",  55,"(0454)610085",  0.38066100,120.27815500,"TINOMBO, PARIGI MOUTONG REGENCY, CENTRAL SULAWESI 94475","","PARIGI MOUTONG, SULAWESI TENGAH"
"RS UMUM LATERSIA","1276074", 100,"",  3.60737383, 98.52611235,"JL SOEKARNO HATTA KM 18 NO 451","","KOTA BINJAI, SUMATERA UTARA"
"RS TINGKAT IV IM 07.02","1107017",  18,"",  4.13167800, 96.13246400,"JALAN POCUT BAREN UJUNG KARANG DESA SUWAK INDRAPURI KEC. JOHAN PAHLAWAN MEULABOH ACEH BARAT","","ACEH BARAT, ACEH"
"RS IBU DAN ANAK PALA RAYA","3328079",  71,"(0283) 6144567", -6.88348700,109.15123500,"JL. PALA RAYA NO.11A, SIBATA, MEJASEM BAR., KEC. KRAMAT, TEGAL, JAWA TENGAH 52181","","TEGAL, JAWA TENGAH"
"RS KHUSUS BEDAH BINA ESTETIKA","3173634",  23,"(021) 3909393", -6.19921068,106.83725502,"JL. TEUKU CIK DITIRO, NO. 41, MENTENG, JAKARTA PUSAT, 10310","","JAKARTA PUSAT, DKI JAKARTA"
"RS UMUM MITRA IDAMAN","3279002",  65,"(0265) 742175", -7.37112200,108.53810800,"JL. SUDIRO W NO.57, MEKARSARI, KEC. BANJAR, KOTA BANJAR, JAWA BARAT 46321","","KOTA BANJAR, JAWA BARAT"
"RS ANGKATAN UDARA DR. MOHAMMAD SUTOMO","6112135",  32,"0821-4858-0032", -0.14401733,109.41086592,"JL. RAYA KUALA DUA NO. 2 KAB. KUBU RAYA","","KUBU RAYA, KALIMANTAN BARAT"
"RS BERGERAK KAB.KEP.TALAUD","7104027",  30,"0813-4000-0503",  4.49981700,126.81683500,"JL RAYA TATURAN - GEMEH KECAMATAN GEMEH KABUPATEN KEPULAUAN TALAUD","","KEPULAUAN TALAUD, SULAWESI UTARA"
"RS IBU DAN ANAK BUNDA ALIYAH","3276154",  54,"(021) 77803600", -6.40536400,106.81923200,"JL. KARTINI NO.2, DEPOK, KEC. PANCORAN MAS, KOTA DEPOK, JAWA BARAT 16431","","KOTA DEPOK, JAWA BARAT"
"RS ISLAM IBNU SINA PANTI YARSI","1309023",  24,"(0753) 335066",  0.36716600,100.05820100,"JL. KAMPUNG CENGKEH NO. 86, PANTI, PASAMAN TIMUR, SUMATERA BARAT 26352","","PASAMAN, SUMATERA BARAT"
"RS UMUM DOKTER MAULANA AK","1601084",  27,"735320377", -4.12072800,104.16887800,"JL. DR. MOH. HATTA KEL. KEMALARAJA KEC. BATURAJA TIMUR, OGAN KOMERING ULU, SUMATERA SELATAN 32111","","OGAN KOMERING ULU, SUMATERA SELATAN"
"RS UMUM DAERAH SUNGAI RUMBAI","1311002",  17,"7542371985", -1.23130600,101.74146600,"JL. LINTAS SUMATERA JORONG UJUNG KOTO NAGARI SUNGAI RUMBAI TIMUR KECAMATAN SUNGAI RUMBAI KABUPATEN, DHARMASRAYA, SUMATERA BARAT 27684","","DHARMASRAYA, SUMATERA BARAT"
"RS UMUM NOOR","1212182",  15,"0821 6538 4448",  3.57693206, 98.60421329,"JL. SEI MENCIRIM NO.25, SUNGGAL KANAN, KEC. SUNGGAL, KABUPATEN DELI SERDANG, SUMATERA UTARA 20351","","DELI SERDANG, SUMATERA UTARA"
"RS UMUM CENDANA","3174529",  45,"(021) 29863838", -6.18732100,106.76135200,"JL. KEDOYA RAYA NO.2, RT.7/RW.3, KEDOYA SEL., KEC. KB. JERUK, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11520","","JAKARTA BARAT, DKI JAKARTA"
"RS PRATAMA KUBU","5107018",  35,"0853-3774-9208", -8.18161100,115.46450500,"DUSUN LABUAN SARI, DESA TIANYAR BARAT, KECAMATAN KUBU, KABUPATEN KARANGASEM, PROVINSI BALI 80853","","KARANGASEM, BALI"
"RS UMUM  DR. EUIS","3172769",  62,"(021) 86905347", -6.24534400,106.94259500,"JL. H. NAMAN NO.3, RT.13/RW.3, PD. KLP., KEC. DUREN SAWIT, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13450","","JAKARTA TIMUR, DKI JAKARTA"
"RS KHUSUS IBU DAN ANAK ADINDA","3402082",  26,"(0274) 5305605", -7.78545500,110.34872600,"JL. SORAGAN NO.14, SORAGAN, NGESTIHARJO, KEC. KASIHAN, BANTUL, DAERAH ISTIMEWA YOGYAKARTA 55184","","BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
"RS SANTA ELIZABETH","6101135",  37,"(0562) 391648", -2.41855880,108.49190860,"JL. GUSTI HAMZAH 29 SAMBAS","","SAMBAS, KALIMANTAN BARAT"
"RS UMUM CUT MEUTIA","1173023",  94,"(0641) 4811339",  4.48803000, 97.94740000,"JL. GARUDA NO. 1  KEBUN BARU, LANGSA","","KOTA LANGSA, ACEH"
"RS UMUM YAYASAN KASIH IBU","1174064",  92,"0645 48713",  5.18188000, 97.13790000,"JL. MERDEKA NO.17. LHOKSEUMAWE","","KOTA LHOKSEUMAWE, ACEH"
"RS UMUM DAERAH TAPANULI SELATAN","1203033", 102,"0634 - 41002",  1.60349600, 99.26701000,"JL RSU NO.1,SIPIROK TAPSEL","","NIAS SELATAN, SUMATERA UTARA"
"RS UMUM DAERAH DR. HUSNI THAMRIN","1202017",  25,"(0636) 7325118",  0.55685600, 99.11233200,"JL. MULTATULI NO. 72 KEC. NATAL KAB. MANDAILING NATAL","","MANDAILING NATAL, SUMATERA UTARA"
"RS GKPS BETHESDA SARIBUDOLOK","1209054",  34,"(0622) 370586", -6.17314300,106.86265743,"JL. KESEHATAN NO. 106 KELURAHAN SARIBU DOLOK, KEC. SILIMAKUTA","","SIMALUNGUN, SUMATERA UTARA"
"RS UMUM SARI MUTIARA LUBUK PAKAM","1212093",  81,"061-7951339",  3.61720000, 98.68920000,"JL MEDAN NO.17,LUBUK PAKAM","","DELI SERDANG, SUMATERA UTARA"
"RS UMUM DAERAH LUKAS HILISIMAETANO","1214010",  54,"0630 - 21398",  0.62257600, 97.74977500,"JLN. RSUD LUKAS NO.01 HILISIMAETANO","","NIAS SELATAN, SUMATERA UTARA"
"RS UMUM HERNA","1274056",  74,"(061) 4510766",  3.32838000, 99.16210000,"JL BALAI KOTA NO. 2 TEBING TINGGI","","KOTA TEBING TINGGI, SUMATERA UTARA"
"RS UMUM DELI","1275050",  56,"(061) 4565229",  3.58081000, 98.65760000,"JL MERBABU NO.18-20 A MEDAN","","KOTA MEDAN, SUMATERA UTARA"
"RS ONKOLOGI","3578753",  22,"(031) 5914855", -7.29070000,112.78900000,"JL. ARIEF RAHMAN HAKIM NO. 184 SURABAYA","","KOTA SURABAYA, JAWA TIMUR"
"RS TK.IV SINGARAJA","5108020",  53,"(0362) 21921", -8.11400000,115.09159900,"JL. NGURAH RAI NO. 70 SINGARAJA","","BULELENG, BALI"
"RS UMUM KASIH IBU KEDONGANAN","5103033",  31,"(0361) 703270", -8.76011000,115.17593900,"JL. ULUWATU NO. 69 KEDONGANAN","","BADUNG, BALI"
"RS UMUM BIREUEN MEDICAL CENTER","1110101",  75,"0852-7041-1555",  5.20599000, 96.67120000,"BIREUEN, ACEH","","BIREUEN, ACEH"
"RS UMUM BUNDA","1110086",  89,"(0645) 46924",  5.18345000, 97.14588000,"JL. DARUSSALAM 16.LHOKSEUMAWE","","KOTA LHOKSEUMAWE, ACEH"
"RS UMUM DAERAH KABUPATEN BUTON","7401038",  86,"", -5.52363900,122.84247000,"JL. PROTOKOL LABURUNCE  KEC. PASARWAJO","","BUTON, SULAWESI TENGGARA"
"RS PRATAMA KRIOPANTING PAYUNG","1905026",  14,"", -2.57643300,106.14009200,"JL. ANGKEP SERUK DESA PAYUNG KEC. PAYUNG","","BANGKA SELATAN, KEPULAUAN BANGKA BELITUNG"
"RS AIRLANGGA","3517025",  34,"(0321) 861577", -7.54920800,112.24245000,"JL. AIRLANGGA NO.NO.50 C, JELAKOMBO, KEC. JOMBANG, KABUPATEN JOMBANG, JAWA TIMUR 61412","","JOMBANG, JAWA TIMUR"
"RS UMUM DAERAH KABUPATEN ACEH BESAR","1108015",  93,"(0651) 8070165",  5.28412000, 95.63130000,"JL. BANDA ACEH-MEDAN KM.25 SINYEU INDRAPURI","","ACEH BESAR, ACEH"
"RS MEGA BUANA PALOPO","7373007",  77,"(0471) 22266", -3.01197698,120.20432143,"JL. ANDI DJEMMA NO 138","","KOTA PALOPO, SULAWESI SELATAN"
"RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL","3272025", 114,"(0266) 226262", -6.91207600,106.92236300,"JL. AMINTA AZMALI NO. 59A KOTA SUKABUMI","","SUKABUMI, JAWA BARAT"
"RS UMUM PKU MUHAMMDIYAH BLORA","3316063",  36,"(0296) 532257", -6.97167700,111.45022800,"JL. RAYA BLORA-CEPU KM 3 JEPON, SESO","","BLORA, JAWA TENGAH"
"RS UMUM DAERAH MUARA LABUH","1303012",  88,"(0755) 70462", -1.48514800,101.06191500,"JL. RAYA KOTO BARU NO.KM. 1, KOTO BARU, SUNGAI PAGU, KABUPATEN SOLOK SELATAN, SUMATERA BARAT 27776","","SOLOK SELATAN, SUMATERA BARAT"
"RS UMUM HIDAYAH BOYOLALI","3309129", 104,"(0276) 324614", -7.53137200,110.62444100,"JL. SEARAH, DUSUN III, KRAGILAN, KEC. MOJOSONGO, KABUPATEN BOYOLALI, JAWA TENGAH 57323","","BOYOLALI, JAWA TENGAH"
"RS UMUM WISATA UNIVERSITAS INDONESIA TIMUR","7371412", 208,"(0411) 888444", -5.18496900,119.41365300,"JL. ABDUL KADIR NO.70 BALANG BARU, KEC. TAMALATE, KOTA MAKASSAR, SULAWESI SELATAN 90224","","KOTA MAKASSAR, SULAWESI SELATAN"
"RSU RAFFA MAJENANG","3301112",  50,"(0280) 621137", -7.30042700,108.75630300,"JL. BHAYANGKARA NO.69, JENANG SELATAN, JENANG, KEC. MAJENANG, KABUPATEN CILACAP, JAWA TENGAH 53257","","CILACAP, JAWA TENGAH"
"RS JIWA DAERAH SEI BANGKONG PONTIANAK","6171044", 123,"(0561) 732420", -0.02819000,109.32715000,"JL. ALI ANYANG NO. 1 PONTIANAK","","KOTA PONTIANAK, KALIMANTAN BARAT"
"RS UMUM SEMARA RATIH","5102049",  50,"0822-3617-4466", -8.38147300,115.19550000,"BANJAR LUWUS, DESA LUWUS, KECAMATAN BATURITI","","TABANAN, BALI"
"RS UMUM DAERAH H.M.DJAFAR HARUN","7404034",  88,"0853-9804-2078", -3.50922300,120.90127500,"JL. TRANS SULAWESI LASUSUA, TOJABI, LASUSUA, TOJABI, LASUSUA, KABUPATEN KOLAKA UTARA, SULAWESI TENGGARA 93913","","BUTON UTARA, SULAWESI TENGGARA"
"RS UMUM WULAN WINDY","1275830",  60,"(061) 6850200",  3.70808200, 98.65955000,"JL. MARELAN RAYA NO.17, RENGAS PULAU, KEC. MEDAN MARELAN, KOTA MEDAN, SUMATERA UTARA 20255","","KOTA MEDAN, SUMATERA UTARA"
"RS UMUM HIKMAH MASAMBA","7322003",  83,"", -2.55540966,120.30788164,"JLN. IR. SOEKARNO, KEL. KAPPUNA KEC. MASAMBA","","LUWU UTARA, SULAWESI SELATAN"
"RS UMUM AZ - ZAHRA KALIREJO","1805048",  57,"", -4.70595900,105.08001700,"JL. KARTINI NO.109, KALI REJO, KALIREJO, KABUPATEN LAMPUNG TENGAH, LAMPUNG 34174","","LAMPUNG TENGAH, LAMPUNG"
"RS UMUM PAYANGAN","5104039",   0,"", -8.42180100,115.24563700,"JL. GIRI KESUMA BR. MELINGGIH PAYANGAN GIANYAR 80572","","GIANYAR, BALI"
"RS UMUM KASIH IBU SABA","5104037",  44,"(0361) 3003333", -8.60506300,115.31346600,"JL. PANTAI SABA NO.9, SABA, KEC. BLAHBATUH, KABUPATEN GIANYAR, BALI 80581","","GIANYAR, BALI"
"RS PKU AISYIYAH JEPARA","3320046",  20,"0822-2715-2801", -6.59067000,110.67097800,"JL. KOPRAL SAPARI NO.18A, PENGKOL VIII, PENGKOL, KEC. JEPARA, KABUPATEN JEPARA, JAWA TENGAH 59415","","JEPARA, JAWA TENGAH"
"RS UMUM HARAPAN BUNDA","1805045",  93,"(0725) 26766 EXT. 0", -4.95806500,105.21725200,"JL. RAYA LINTAS SUMATERA, SEPUTIH JAYA NO.31, KEC. GUNUNG SUGIH, KAB. LAMPUNG TENGAH","","LAMPUNG TENGAH, LAMPUNG"
"RS UMUM INTAN HUSADA","3205026",  61,"(0262) 2247769", -7.19037000,107.89658000,"JL. SUHERMAN NO.72, TAROGONG, KEC. TAROGONG KIDUL, KABUPATEN GARUT, JAWA BARAT 44151","","GARUT, JAWA BARAT"
"RS UMUM HARAPAN DEPOK","3201013",  47,"021-7520009", -6.40268401,106.82002414,"JL. PEMUDA NO.10 DEPOK","","KOTA DEPOK, JAWA BARAT"
"RS UMUM DAERAH H. ABDURRAHMAN SAYOETI","1571169",  14,"", -1.58091400,103.60194900,"JL. KH. HASAN ANANG NO. 33 KEL. OLAK KEMANG KEC. DANAU TELUK KOTA JAMBI, JAMBI, JAMBI 36262","","MUARO JAMBI, JAMBI"
"RS UMUM BUDI ASIH","3216434",  32,"(021) 89677795", -6.36200700,107.11816300,"JL. RAYA SERANG-CIBARUSAH 001/001 DS. SERANG  KEC. CIKARANG KAB. BEKASI","","BEKASI, JAWA BARAT"
"RS UMUM PRASETYA BUNDA","3278081",  52,"(0265) 344477", -7.30510000,108.20500000,"JL. IR. H. JUANDA NO.1, INDIHIANG KOTA TASIKMALAYA","","TASIKMALAYA, JAWA BARAT"
"RS UMUM HOLISTIC PURWAKARTA","3214037",  54,"(0264) 8223434", -6.61618000,107.49485700,"JL. TERUSAN KAPTEN HALIM KM.09 SALAMULYA, PONDOKSALAM, PURWAKARTA","","PURWAKARTA, JAWA BARAT"
"RS HERMINA MAKASSAR","7371426",  48,"(0411) 4091817", -5.16264900,119.45749000,"JL. TODDOPULI RAYA TIMUR, KEL. BORONG, KEC. MANGGALA, MAKASSAR","","KOTA MAKASSAR, SULAWESI SELATAN"
"RS TK.IV 16.07.01 TNI AD TERNATE","8271020",  39,"0853-4036-0515",  0.78889700,127.38829100,"JL. A.I.S NASUTION NO.2, GAMALAMA, TERNATE TENGAH, KOTA TERNATE, MALUKU UTARA","","KOTA TERNATE, MALUKU UTARA"
"RS UMUM AISYIYAH MUNTILAN","3308017",  95,"(0293) 5891234", -7.58459800,110.28520000,"JL. KH AHMAD DAHLAN NO.24, KENALAN, PUCUNGREJO, KEC. MUNTILAN, MAGELANG, JAWA TENGAH 56414","","MAGELANG, JAWA TENGAH"
"RS UMUM KMC LURAGUNG","3208060", 155,"(0232) 8900112", -7.01377800,108.62229100,"DUSUN RAHAYU RT.002/001 DESA CIRAHAYU KEC. LURAGUNG KAB. KUNINGAN","","KUNINGAN, JAWA BARAT"
"RS UMUM MUSLIMAT PONOROGO","3502146",  74,"(0352) 481986", -7.87758576,111.46986066,"JL. JEND. A. YANI 155, PONOROGO","","PONOROGO, JAWA TIMUR"
"RS UMUM DOKTER ADAM TALIB","3216387",   0,"(021) 88332305", -6.27082200,107.09182600,"JL. TEUKU UMAR NO. 25 CIKARANG BARAT","","BEKASI, JAWA BARAT"
"RS UMUM PROKLAMASI","3215067",  99,"0267-482192", -6.17024500,107.29734300,"JL. RAYA PROKLAMASI KM. 2 RENGASDENGKLOK, KARAWANG","","KARAWANG, JAWA BARAT"
"RS UMUM DAERAH BANDA","8103002",  43,"", -3.65593300,128.17657200,"JL.KUJALI NO.163A  BANDA,KABUPATEN MALUKU TENGAH","","MALUKU TENGAH, MALUKU"
"RS UMUM BHAKTI KARTINI","3275130",  97,"(021) 8801954", -6.24780000,107.00200000,"JL. R.A. KARTINI NO.11 BEKASI","","BEKASI, JAWA BARAT"
"RS UMUM BALIMED KARANGASEM","5107017",  56,"0821-4578-0003", -8.44550400,115.58567000,"JL. NENAS, KECICANG, KARANGASEM","","KARANGASEM, BALI"
"RS UMUM PTPN VIII","3213021", 108,"(0260) 411632", -6.56808400,107.76222600,"JL. OTTO ISKANDARDINATA NO.1 KAB. SUBANG","","SUBANG, JAWA BARAT"
"RS STROKE NASIONAL","1375036", 131,"(0752) 21013", -0.31585600,100.37450200,"JL. SUDIRMAN, SAPIRAN, KEC. AUR BIRUGO TIGO BALEH, KOTA BUKITTINGGI, SUMATERA BARAT 26181","","KOTA BUKITTINGGI, SUMATERA BARAT"
"RS UMUM DAERAH SIMEULUE","1101015",  93,"(0650) 8001070",  2.64397000, 96.02560000,"JL. TEUKU RAJA MAHMUD DESA AMIRIA BAHAGIA KECAMATAN SIMEULUE TIMUR","","SIMEULUE, ACEH"
"RS UMUM PONDOK GEDE","3275067",  22,"", -6.28271200,106.91376500,"JL. RAYA JATIWARINGIN NO.130, RT.001/RW.001, JATIWARINGIN, KEC. PONDOKGEDE, KOTA BKS, JAWA BARAT 17411","","BEKASI, JAWA BARAT"
"RS TK.IV DR. R ISMOYO KENDARI","7403033",  63,"(0401) 321253", -3.96930300,122.51685600,"JL. H. ABDUL SILONDAE NO.125, KORUMBA, KEC. MANDONGA, KOTA KENDARI, SULAWESI TENGGARA 93111","","KOTA KENDARI, SULAWESI TENGGARA"
"RS IBU DAN ANAK ABDHI FAMILI","3510107",  31,"0823-3750-3418", -8.38083720,114.17376540,"JL. DIPONEGORO NO. 5 WRINGINREJO RT 005 / RW 005 GAMBIRAN BANYUWANGI","","BANYUWANGI, JAWA TIMUR"
"RS UMUM PINDAD","3507117",  49,"(022) 7322877", -6.93999800,107.64624200,"JL. GATOT SUBROTO NO.517, SUKAPURA, KEC. KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40285","","MALANG, JAWA TIMUR"
"RS KHUSUS BEDAH BIMC NUSA DUA","5103034",  35,"(0361) 3000911", -8.79921144,115.22860913,"BLOK D KAWASAN BTDC NUSA DUA KAB. BADUNG","","BADUNG, BALI"
"RS UMUM DAERAH KEPULAUAN SERIBU","3101002",  10,"(021) 26071997", -5.74483800,106.61344700,"PANGGANG ISLAND, NORTH KEPULAUAN SERIBU, KEPULAUAN SERIBU REGENCY, JAKARTA 14530","","KEPULAUAN SERIBU, DKI JAKARTA"
"RS UMUM DAERAH KABUPATEN BOMBANA","7406036",  62,"", -4.68860000,121.79700000,"POEA, RUMBIA TENGAH, KABUPATEN BOMBANA, SULAWESI TENGGARA 93771","","BOMBANA, SULAWESI TENGGARA"
"RS UMUM HERMINA SOLO","3372236",  67,"(0271) 638989", -7.55997400,110.84021400,"JL. KOLONEL SUTARTO N0. 16 JEBRES SURAKARTA","","KOTA SURAKARTA, JAWA TENGAH"
"RS EMC SENTUL","3201247",  77,"(021) 29672977", -6.56723093,106.85356169,"JL. MH. THAMRIN KAV. 57 SENTUL CITY, BOGOR 16810","","BOGOR, JAWA BARAT"
"RS UMUM H. A. ZAKY DJUNAID","3375073",  65,"(0285) 436325", -6.91168628,109.65151807,"JL.PELITA II KEL. BUARAN KEC. PEKALONGAN SELATAN PEKALONGAN","","PEKALONGAN, JAWA TENGAH"
"RS UMUM NURHAYATI GARUT","3205023",  59,"(0262) 238966", -7.21816000,107.92123200,"JL. JENDRAL SUDIRMAN NO.6, SUCI, KEC. KARANGPAWITAN, KABUPATEN GARUT, JAWA BARAT 44116","","GARUT, JAWA BARAT"
"RS UMUM INDRIATI","3311229", 140,"(0271) 5722000", -7.61118994,110.80837662,"JL PALEM RAYA LANGENHARJO SUKOHARJO","","SUKOHARJO, JAWA TENGAH"
"RS JIWA PROVINSI KALIMANTAN BARAT","6172066", 534,"(0562) 638995",  0.87115510,109.10909039,"JL. RAYA SINGKAWANG BENGKAYANG KM 15 SINGKAWANG","","KOTA SINGKAWANG, KALIMANTAN BARAT"
"RS UMUM DAERAH DR. ACHMAD DARWIS","1308010",  85,"(0752) 97718", -0.09944400,100.46518800,"JL. TAN MALAKA, SUNGAI RIMBANG, KECAMATAN SULIKI, SUNGAI RIMBANG, SULIKI, KABUPATEN LIMA PULUH KOTA, SUMATERA BARAT 26255","","LIMA PULUH KOTA, SUMATERA BARAT"
"RS TK. IV 01.07.01","1273022", 149,"(0622) 21071",  2.95989000, 99.07060000,"JL. GN SIMANUK MANUK NO.6. PEMATANGSIANTAR","","KOTA PEMATANGSIANTAR, SUMATERA UTARA"
"RS UMUM TERE MARGARETH","1275899",  82,"(061) 8226089",  3.56114200, 98.62625500,"JL. RINGROAD NO.200, TJ. SARI, KEC. MEDAN SELAYANG, KOTA MEDAN, SUMATERA UTARA 20131","","KOTA MEDAN, SUMATERA UTARA"
"RS SITI MIRIAM","3507100",  40,"(0341) 426057", -7.84824200,112.69666100,"JL. DR. WAHIDIN NO.101, RT 002 RW. 001, KEL. KALIREJO, KEC. LAWANG, KAB.MALANG","","MALANG, JAWA TIMUR"
"RS UMUM BHAKTI HUSADA","3216072",  90,"(021) 8900530", -6.26620000,107.14100000,"JL. R. E. MARTADINATA (BY PASS) CIKARANG - BEKASI","","BEKASI, JAWA BARAT"
"RS  MITRA MEDIKA PONTIANAK","6171141", 103,"(0561) 584888", -0.03762300,109.32972000,"JLN. SULTAN ABDURRAHMAN NO. 25 KELURAHAN SUNGAI BANGKONG KECAMATAN PONTIANAK KOTA","","KOTA PONTIANAK, KALIMANTAN BARAT"
"RS BHAYANGKARA TK.III KOTA TEBING TINGGI","1274058", 128,"(0621) 326701",  3.32358900, 99.16179300,"JL. PAHLAWAN NO.17, RAMBUNG, KEC. TEBING TINGGI KOTA, KOTA TEBING TINGGI, SUMATERA UTARA 20631","","KOTA TEBING TINGGI, SUMATERA UTARA"
"RS QOLBU INSAN MULIA BATANG","3325037", 158,"(0285) 4495222", -6.91585000,109.74565200,"KEBROK, SAMBONG, KEC. BATANG, KABUPATEN BATANG, JAWA TENGAH 51216","","BATANG, JAWA TENGAH"
